run_id,experiment,sample_rate_hz,center_frequency_hz,tones_hz,source_power_dbm,mixer_config,cable_config,n_samples,run_kind,status,n_blocks_saved,sample_rate_hz_requested,sample_rate_hz_actual,sample_rate_error_hz,qc_analysis_pass,qc_recommended_pass
e2_sr1000000_f10000_idx00_fir_default__pm10p0,E2,1000000.026490954,0.0,[10000.0],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f10000_idx00_fir_default__pm30p0,E2,1000000.026490954,0.0,[10000.0],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f1045373_idx43_fir_default__pm30p0,E2,1000000.026490954,0.0,[1045372.8598612307],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f107923_idx22_fir_default__pm10p0,E2,1000000.026490954,0.0,[107923.3725255819],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f107923_idx22_fir_default__pm30p0,E2,1000000.026490954,0.0,[107923.3725255819],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f11142_idx01_fir_default__pm10p0,E2,1000000.026490954,0.0,[11141.913841958418],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f11142_idx01_fir_default__pm30p0,E2,1000000.026490954,0.0,[11141.913841958418],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f1164745_idx44_fir_default__pm30p0,E2,1000000.026490954,0.0,[1164745.4337295503],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f120247_idx23_fir_default__pm10p0,E2,1000000.026490954,0.0,[120247.29182136159],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f120247_idx23_fir_default__pm30p0,E2,1000000.026490954,0.0,[120247.29182136159],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f12414_idx02_fir_default__pm10p0,E2,1000000.026490954,0.0,[12414.224406162486],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f12414_idx02_fir_default__pm30p0,E2,1000000.026490954,0.0,[12414.224406162486],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f1297749_idx45_fir_default__pm30p0,E2,1000000.026490954,0.0,[1297749.3270429138],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f133978_idx24_fir_default__pm10p0,E2,1000000.026490954,0.0,[133978.4965202442],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f133978_idx24_fir_default__pm30p0,E2,1000000.026490954,0.0,[133978.4965202442],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f13832_idx03_fir_default__pm10p0,E2,1000000.026490954,0.0,[13831.821874819982],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f13832_idx03_fir_default__pm30p0,E2,1000000.026490954,0.0,[13831.821874819982],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f1445941_idx46_fir_default__pm30p0,E2,1000000.026490954,0.0,[1445941.1190371693],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f149278_idx25_fir_default__pm10p0,E2,1000000.026490954,0.0,[149277.68649036897],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f149278_idx25_fir_default__pm30p0,E2,1000000.026490954,0.0,[149277.68649036897],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f15411_idx04_fir_default__pm10p0,E2,1000000.026490954,0.0,[15411.296760656],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f15411_idx04_fir_default__pm30p0,E2,1000000.026490954,0.0,[15411.296760656],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f1611055_idx47_fir_default__pm30p0,E2,1000000.026490954,0.0,[1611055.1368857082],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f166324_idx26_fir_default__pm10p0,E2,1000000.026490954,0.0,[166323.9121402571],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f166324_idx26_fir_default__pm30p0,E2,1000000.026490954,0.0,[166323.9121402571],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f17171_idx05_fir_default__pm10p0,E2,1000000.026490954,0.0,[17171.134070008236],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f17171_idx05_fir_default__pm30p0,E2,1000000.026490954,0.0,[17171.134070008236],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f1795024_idx48_fir_default__pm30p0,E2,1000000.026490954,0.0,[1795023.7529825086],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f185317_idx27_fir_default__pm10p0,E2,1000000.026490954,0.0,[185316.66989242064],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f185317_idx27_fir_default__pm30p0,E2,1000000.026490954,0.0,[185316.66989242064],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f19132_idx06_fir_default__pm10p0,E2,1000000.026490954,0.0,[19131.929637674857],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f19132_idx06_fir_default__pm30p0,E2,1000000.026490954,0.0,[19131.929637674857],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f2000000_idx49_fir_default__pm30p0,E2,1000000.026490954,0.0,[2000000.0],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f206478_idx28_fir_default__pm10p0,E2,1000000.026490954,0.0,[206478.23694200048],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f206478_idx28_fir_default__pm30p0,E2,1000000.026490954,0.0,[206478.23694200048],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f21317_idx07_fir_default__pm10p0,E2,1000000.026490954,0.0,[21316.6311653384],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f21317_idx07_fir_default__pm30p0,E2,1000000.026490954,0.0,[21316.6311653384],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f230056_idx29_fir_default__pm10p0,E2,1000000.026490954,0.0,[230056.27262472452],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f230056_idx29_fir_default__pm30p0,E2,1000000.026490954,0.0,[230056.27262472452],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f23751_idx08_fir_default__pm10p0,E2,1000000.026490954,0.0,[23750.80678450066],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f23751_idx08_fir_default__pm30p0,E2,1000000.026490954,0.0,[23750.80678450066],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f256327_idx30_fir_default__pm10p0,E2,1000000.026490954,0.0,[256326.71683867776],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f256327_idx30_fir_default__pm30p0,E2,1000000.026490954,0.0,[256326.71683867776],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f26463_idx09_fir_default__pm10p0,E2,1000000.026490954,0.0,[26462.94428699078],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f26463_idx09_fir_default__pm30p0,E2,1000000.026490954,0.0,[26462.94428699078],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f285597_idx31_fir_default__pm10p0,E2,1000000.026490954,0.0,[285597.0194408625],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f285597_idx31_fir_default__pm30p0,E2,1000000.026490954,0.0,[285597.0194408625],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f29485_idx10_fir_default__pm10p0,E2,1000000.026490954,0.0,[29484.784525019702],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f29485_idx10_fir_default__pm30p0,E2,1000000.026490954,0.0,[29484.784525019702],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f318210_idx32_fir_default__pm10p0,E2,1000000.026490954,0.0,[318209.7384130214],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f318210_idx32_fir_default__pm30p0,E2,1000000.026490954,0.0,[318209.7384130214],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f32852_idx11_fir_default__pm10p0,E2,1000000.026490954,0.0,[32851.692882647905],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f32852_idx11_fir_default__pm30p0,E2,1000000.026490954,0.0,[32851.692882647905],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f354547_idx33_fir_default__pm10p0,E2,1000000.026490954,0.0,[354546.54890700104],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f354547_idx33_fir_default__pm30p0,E2,1000000.026490954,0.0,[354546.54890700104],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f36603_idx12_fir_default__pm10p0,E2,1000000.026490954,0.0,[36603.07316609415],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f36603_idx12_fir_default__pm30p0,E2,1000000.026490954,0.0,[36603.07316609415],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f395033_idx34_fir_default__pm30p0,E2,1000000.026490954,0.0,[395032.71008855104],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f40783_idx13_fir_default__pm10p0,E2,1000000.026490954,0.0,[40782.828756752206],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f40783_idx13_fir_default__pm30p0,E2,1000000.026490954,0.0,[40782.828756752206],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f440142_idx35_fir_default__pm30p0,E2,1000000.026490954,0.0,[440142.04205619736],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f45440_idx14_fir_default__pm10p0,E2,1000000.026490954,0.0,[45439.87642390772],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f45440_idx14_fir_default__pm30p0,E2,1000000.026490954,0.0,[45439.87642390772],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f490402_idx36_fir_default__pm30p0,E2,1000000.026490954,0.0,[490402.4710813789],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f50629_idx15_fir_default__pm10p0,E2,1000000.026490954,0.0,[50628.718810441744],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f50629_idx15_fir_default__pm30p0,E2,1000000.026490954,0.0,[50628.718810441744],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f546402_idx37_fir_default__pm30p0,E2,1000000.026490954,0.0,[546402.208067224],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f56410_idx16_fir_default__pm10p0,E2,1000000.026490954,0.0,[56410.08229146826],-10.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured_guard_fail,5,1000000.0,1000000.026490954,0.02649095398373902,True,False
e2_sr1000000_f56410_idx16_fir_default__pm30p0,E2,1000000.026490954,0.0,[56410.08229146826],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
e2_sr1000000_f608797_idx38_fir_default__pm30p0,E2,1000000.026490954,0.0,[608796.6325340847],-30.0,direct_sdr:default,siggen_to_sdr_direct,2048,bandpass_sweep_capture,captured,5,1000000.0,1000000.026490954,0.02649095398373902,True,True
